Plot_ID,Latitude,Longitude,DBH,Tree_Height,Crown_Width_North_South,Crown_Width_East_West,Slope,Elevation,Soil_TN,Soil_TP,Soil_AP,Soil_AN,Menhinick_Index,Gleason_Index,Disturbance_Level,Fire_Risk_Index,Health_Status
241,47.61834337,-69.19637824,80.48493648,13.6417029,7.08096612,9.811286567,41.39066573,2476.340776,0.713071534,0.170693987,0.27531891,0.119328342,0.75708204,1.939716772,0.806209655,0.993997733,Unhealthy
242,48.15714308,-75.6382203,8.293675339,14.01044134,4.563435036,4.786629063,4.268213696,2726.188199,0.680568428,0.349266787,0.110933521,0.437754679,0.632432265,1.401324213,0.888431705,0.543540238,Unhealthy
243,46.59457561,-76.03547087,60.36664933,17.14534011,7.806284123,5.517508646,24.48567009,447.3039027,0.034182614,0.350824617,0.240385628,0.089650373,2.639006568,1.593130152,0.851288839,0.473630755,Unhealthy
244,24.80634801,-70.86517403,99.56656404,21.5000346,5.087652965,9.189371423,33.32292845,1642.605635,0.417630191,0.353448274,0.162496729,0.215804938,2.818162176,3.808142674,0.433366949,0.954617372,Unhealthy
245,10.61826466,-76.72832063,86.29112891,21.66009069,4.71051755,7.455356883,34.06170803,925.0846833,0.339620744,0.248798318,0.137018198,0.097650692,0.726463394,3.903035502,0.758673885,0.155860368,Unhealthy
246,47.1327425,-86.16457749,54.53734046,6.807429416,9.412569239,6.23863118,27.30222909,236.4774738,0.672717944,0.457868644,0.483657584,0.3877855,0.783568567,3.696946247,0.09757917,0.189237603,Sub-Healthy
247,27.12736593,-120.8128586,11.04588638,16.00315706,3.257911899,8.180242132,7.505430083,2038.785416,0.223974454,0.247152276,0.084236682,0.239814457,0.582935394,2.344313551,0.040244771,0.808014749,Unhealthy
248,48.66619276,-127.7231674,83.98048387,13.53482666,2.08402606,8.779296398,35.88392493,2602.035255,0.594963204,0.227881271,0.39472629,0.178816127,0.761268907,1.679107759,0.753236414,0.26083108,Unhealthy
249,48.54479908,-65.54065065,61.90295828,26.37475506,6.260888019,5.111992646,32.40501001,572.417698,0.914073902,0.103693505,0.492161655,0.183744322,1.023549542,3.323044368,0.425355274,0.799227106,Unhealthy
250,44.12037822,-86.83447798,15.91863472,19.67972979,9.723896311,5.275975284,3.87610972,2455.999607,0.799824348,0.157289268,0.014851234,0.426846032,2.925191547,2.934721783,0.995549265,0.271533483,Unhealthy
251,21.77795568,-74.24238963,13.91644206,16.91011386,4.400552924,4.474458421,20.87144211,2574.847627,0.922243159,0.025955574,0.35101857,0.279118107,2.169650556,3.915336588,0.097254216,0.03318763,Very Healthy
252,25.40390914,-96.29343539,91.41454785,5.231049981,1.558330873,9.70035526,7.828982978,2751.587284,0.978720907,0.31859997,0.130191344,0.360344586,2.446382564,2.765440315,0.855627682,0.517014724,Unhealthy
253,44.04546686,-121.7884268,68.57402498,18.9578609,4.053747406,7.274496289,15.18646706,869.3267583,0.020563426,0.128025193,0.025041473,0.449034066,2.440348509,2.354558779,0.479983066,0.196686434,Sub-Healthy
254,22.67688021,-121.2369945,83.78224594,5.281709359,5.553384889,1.749007596,0.813649149,2721.463889,0.626513864,0.155556851,0.204430342,0.45136213,1.837684374,2.173914309,0.827150196,0.757846293,Unhealthy
255,16.77970987,-82.01042989,88.50299553,11.44178412,2.45730706,8.76663661,18.01484408,1029.921989,0.418711004,0.386553188,0.467932816,0.167611982,2.493722444,1.84588128,0.817127282,0.641199633,Unhealthy
256,32.2720505,-99.87858736,59.31837344,5.999575015,6.922919963,5.325039468,24.74446145,1701.780239,0.861255945,0.166974486,0.010823722,0.476463375,1.989518831,2.062985505,0.915992001,0.923602668,Unhealthy
257,47.44619097,-115.9632691,54.15740342,21.37806212,9.979744501,1.618785158,27.88121668,246.4716654,0.259296555,0.124886967,0.296003418,0.017313562,1.286365244,1.379321755,0.297850011,0.782988357,Unhealthy
258,37.84119187,-95.58838173,45.89060398,7.775059187,5.065655284,5.947455296,29.85706553,227.2551563,0.981219194,0.088683586,0.253191257,0.191533603,1.902775272,2.387428044,0.949799353,0.180775955,Unhealthy
259,32.8024468,-125.5053744,35.10992584,12.97206245,4.192557011,4.754478511,37.63310909,2189.082317,0.61757089,0.388554909,0.437325161,0.448420434,1.833771465,1.146279249,0.15166696,0.800158237,Unhealthy
260,13.88705975,-89.26200187,46.28661628,27.07889377,4.606337502,8.899744644,9.695830827,1388.991936,0.795602028,0.069204598,0.046580849,0.140945256,2.558632634,1.745655389,0.081968778,0.641737045,Sub-Healthy
261,34.60028907,-111.1704617,78.51856729,7.720858735,2.036315606,2.835951432,5.42168201,843.2478886,0.094743557,0.229608111,0.342355385,0.140175318,2.954318043,3.987081778,0.431615517,0.668951642,Sub-Healthy
262,49.602154,-74.17086296,62.18272595,16.21854179,8.949462413,8.438181485,38.31917274,652.1991385,0.191623306,0.255930407,0.341654301,0.154798031,1.527606414,2.301875955,0.828322969,0.832262886,Unhealthy
263,15.60336061,-108.2746629,89.78971255,13.73960651,4.7334309,6.019198221,7.04757667,2042.865123,0.760819636,0.345258007,0.336194608,0.308095125,2.408476696,3.672948068,0.473421131,0.573824069,Sub-Healthy
264,30.73318609,-98.13458956,47.12110137,2.507473149,4.485469703,1.491492729,43.86420366,101.1644777,0.031766657,0.318475324,0.471455575,0.221974724,0.74940751,3.867536702,0.829286678,0.466003514,Unhealthy
265,45.09492288,-129.1865622,62.67350998,24.19722718,6.937212456,9.746607712,37.91422032,2437.084391,0.818709206,0.406306733,0.412428327,0.364733744,2.442078424,3.324741371,0.729686806,0.636641035,Unhealthy
266,39.63074471,-124.9287179,64.97421754,3.933285377,4.978300788,5.613537197,22.53944727,329.8238578,0.023809529,0.02715196,0.025776499,0.447980768,1.42854228,4.834790965,0.209428386,0.297957429,Sub-Healthy
267,37.88062964,-102.5254511,61.21123042,15.27914059,6.834101219,3.617891688,44.16396412,655.3198832,0.660547651,0.151738159,0.238186011,0.338728691,0.598475407,1.085759466,0.948881625,0.182597131,Unhealthy
268,38.09936336,-96.40428157,71.75020844,17.69899226,1.553016611,5.224661578,4.38195281,1220.085546,0.371442981,0.143666389,0.201986763,0.106211026,1.408115446,3.954610602,0.060781169,0.616587838,Sub-Healthy
269,24.37964605,-87.99856163,27.5561795,19.59594079,8.323510094,8.720720052,13.63795925,1506.090345,0.615379904,0.077278368,0.158522874,0.466677542,2.026606877,4.835146576,0.898279708,0.233848369,Unhealthy
270,21.74367377,-109.5836195,53.67455887,21.28168562,9.464535576,3.744128119,28.72009868,1129.485836,0.699071093,0.148143236,0.228411679,0.135923972,0.798125419,4.449086917,0.304443449,0.079915109,Healthy
271,42.37444622,-81.35126797,14.90135627,9.091626739,6.838888475,2.734087568,15.75030908,1030.065278,0.349050467,0.158333831,0.195176122,0.079197676,2.810086231,1.671570767,0.500148083,0.000554185,Sub-Healthy
272,42.40453579,-69.7914322,41.52857613,2.279405746,9.59109336,2.161641222,41.77676484,2895.356435,0.116882824,0.263332809,0.21900528,0.049533803,0.694181033,2.307281225,0.422351873,0.608319401,Sub-Healthy
273,44.68289274,-75.41043078,51.32837152,22.25642255,2.362890829,3.680734586,2.953173968,1960.581076,0.078949409,0.333533717,0.489734623,0.283874952,2.8250168,1.68980736,0.171834557,0.362148783,Healthy
274,46.5296221,-127.2266822,66.96130466,16.99838478,5.296745705,8.020432783,24.72353244,167.9555706,0.593046662,0.193644754,0.048873323,0.061312419,2.267843795,3.405233455,0.358146866,0.752310971,Unhealthy
275,30.45369595,-96.36451369,95.30045,25.41129569,6.416260606,5.244637287,26.58898203,1347.510134,0.5254488,0.361137765,0.461504281,0.073694063,1.324280439,3.848751928,0.192934436,0.375176398,Healthy
276,30.06065179,-122.6548875,62.06185132,24.99887416,6.235629827,3.047334433,29.37276557,2637.525229,0.744778999,0.171401843,0.242717173,0.153515088,1.476875869,2.268295077,0.203886475,0.486003448,Healthy
277,41.93180716,-113.0568489,75.64142204,25.6131327,4.613156012,2.495664996,11.50498005,974.2229406,0.514638155,0.14869042,0.313752412,0.14441824,2.352023412,3.158026296,0.187056836,0.407084973,Healthy
278,35.99855723,-60.93361847,53.09527565,15.58265048,4.042759684,3.994565289,16.40548924,374.2133998,0.428221332,0.272888088,0.415940568,0.304098558,2.003677752,3.76368228,0.48901738,0.650574791,Sub-Healthy
279,38.07867509,-120.025312,65.23988298,11.34159508,2.141416203,9.459319356,37.96562383,2299.315838,0.404106306,0.016739598,0.183429199,0.409288913,2.179107304,2.685359266,0.797931368,0.356139162,Unhealthy
280,41.83170678,-95.07782926,11.73856053,24.16362967,4.525682055,4.087240413,8.772424604,1857.440113,0.036182434,0.044495616,0.218058845,0.38186808,1.472911541,4.416062122,0.568970034,0.96376765,Unhealthy
281,45.60021367,-86.7290986,29.16720018,14.63623516,2.463947336,9.893116684,37.20905312,1753.906273,0.34220163,0.211894924,0.207711648,0.134929805,1.719533705,4.086199741,0.893206589,0.936146987,Unhealthy
282,23.51980627,-80.82745206,39.37604385,7.136381499,7.609291088,5.367074102,25.31949403,255.3720229,0.976259956,0.471741792,0.190491856,0.126428697,2.97466871,1.258662175,0.636544489,0.848027903,Unhealthy
283,25.02331811,-90.82459216,49.88686873,25.93927255,2.879478419,2.612475265,34.298438,507.4471284,0.87482002,0.362148331,0.463137014,0.483066807,1.034807176,3.484501196,0.689340116,0.920300271,Unhealthy
284,13.75927759,-129.3160407,9.336630823,26.71167655,1.527087748,9.020260826,32.11233148,1905.393249,0.336084286,0.048622652,0.415320296,0.00907694,1.544640466,1.941302204,0.66760723,0.449139688,Unhealthy
285,33.13120564,-107.1477084,18.30228927,15.05667317,5.97129524,5.143198358,9.338017292,702.6891402,0.591917451,0.423927416,0.058954995,0.440461664,1.229557969,3.230073059,0.449459193,0.536430397,Sub-Healthy
286,11.43769095,-93.76018496,31.29735924,4.119592365,6.357067594,7.387042092,25.59657314,1561.803231,0.848823778,0.367488881,0.058521059,0.103865617,2.412778776,4.827553771,0.689338822,0.742092593,Unhealthy
287,28.62392073,-123.8493451,97.29560564,12.85913052,8.847217552,9.853404249,39.04754188,1680.156889,0.446861593,0.30741853,0.21679541,0.47390574,2.410031564,4.516248018,0.069707746,0.696145925,Sub-Healthy
288,31.70578539,-105.4561148,36.47796567,24.49905446,6.192834512,1.451578153,19.44523066,922.1708518,0.027778285,0.411045016,0.053835401,0.174442106,1.231113652,2.618065612,0.859851472,0.890678596,Unhealthy
289,21.46165009,-127.6757824,50.79390052,27.2496728,4.109327684,1.870251038,43.49658466,2850.432951,0.083765357,0.205034375,0.311451082,0.222974128,0.703475792,2.166055433,0.777812143,0.716331027,Unhealthy
290,33.63333042,-124.4995052,23.62928271,7.69723679,8.227106934,7.484110673,20.3496795,2543.14591,0.515288794,0.11464302,0.076127346,0.355024704,0.528581692,1.937622978,0.245229958,0.997884708,Unhealthy
291,11.22001,-102.2153707,63.02410675,3.875261137,5.862510039,3.53642503,6.42535365,2194.883172,0.969744982,0.258451578,0.263574766,0.29589618,1.568626333,3.130059479,0.768032454,0.3485058,Unhealthy
292,11.49392755,-120.7098972,31.66490547,26.56581269,1.713522562,2.658712573,17.5245606,326.1822126,0.696277447,0.276676669,0.008573874,0.162379968,1.525843986,1.456993813,0.012642601,0.832997742,Unhealthy
293,42.90402243,-90.27214062,24.66429495,12.90333829,6.092655043,1.354256918,42.82660829,407.777056,0.08020703,0.271471554,0.161715192,0.279146303,2.970974697,3.197100033,0.217246572,0.697634823,Sub-Healthy
294,24.40762566,-81.73745216,54.0743997,17.169307,9.172166909,1.196620408,14.38743822,1529.065903,0.197467267,0.284711527,0.340209408,0.366699908,1.674505189,1.005334558,0.065137239,0.691386445,Sub-Healthy
295,15.08242051,-73.95893106,5.52305092,29.10584274,4.566813629,7.970370428,39.06441719,566.0687127,0.773609912,0.474608935,0.244599275,0.025955798,1.141045924,2.295398523,0.780226917,0.325835595,Unhealthy
296,30.8897304,-115.9894829,5.728083102,3.863812382,3.666932217,2.209900846,39.65628068,2936.969844,0.843025362,0.451611583,0.489243396,0.010543656,2.728073603,1.879737255,0.755874151,0.785601792,Unhealthy
297,40.79974212,-118.2762192,25.81153686,20.15290421,2.291225113,5.209485544,15.75839359,559.7086787,0.62151764,0.438479933,0.437681379,0.231743135,1.727669874,4.88487516,0.813636024,0.900376022,Unhealthy
298,18.6328411,-122.6802512,8.488529438,4.074951832,2.363009697,6.453071337,3.746594612,1513.656723,0.647978938,0.401701321,0.182740036,0.070259126,1.997939088,3.908969278,0.004481693,0.218548462,Sub-Healthy
299,34.91561903,-85.44988253,15.26244664,12.51313,4.894943359,4.855166205,32.60510591,1155.951065,0.038054076,0.471996913,0.027515838,0.333850424,0.739171776,2.398613522,0.501232727,0.625496837,Sub-Healthy
300,13.4138986,-80.54669915,37.19176169,24.50680727,6.361118417,1.243959871,14.01805346,1954.220622,0.830244957,0.053754848,0.423585019,0.110955966,1.457291018,1.371380346,0.704836198,0.392134829,Unhealthy
301,12.06726885,-127.7889699,81.24563956,14.13722252,1.725538647,8.051513523,35.23156264,474.2055858,0.790392456,0.136236014,0.456060984,0.219261298,2.860559186,3.067202379,0.155401129,0.989548119,Unhealthy
302,31.25418526,-64.46514276,59.34462112,29.92110591,9.456117301,1.094619021,19.91946817,1347.917641,0.266444793,0.250052693,0.41121056,0.102847114,1.97376346,1.853791525,0.649790728,0.478832816,Unhealthy
303,31.62540486,-126.3620101,53.70343397,17.65365998,7.796202557,7.857009049,21.83700341,896.6445951,0.711589953,0.424034574,0.068335221,0.276499375,1.361254638,3.145718184,0.084110099,0.228320174,Healthy
304,35.49719606,-92.10925653,32.8814382,10.99254027,6.279615265,9.039740444,35.0059233,2674.479422,0.22270606,0.255057027,0.498967992,0.062446462,2.064167952,4.341449417,0.181325856,0.381857625,Sub-Healthy
305,39.04365335,-80.36576364,93.51660335,8.163117125,8.455948038,4.89555929,17.2063499,217.6985652,0.049926859,0.375277196,0.13299919,0.016437892,2.776027724,3.463170208,0.475796815,0.65383839,Sub-Healthy
306,49.03408318,-69.03216134,42.71642892,11.81457496,1.721680811,5.819882258,19.94073054,2749.809733,0.209125177,0.073785153,0.363481432,0.030310161,1.184976501,3.535153678,0.653565153,0.076089371,Unhealthy
307,30.65201393,-80.01391475,13.27381285,12.43093167,5.2915499,5.292850534,16.92857109,2515.683002,0.186842588,0.129944837,0.454477264,0.477357929,1.762791796,3.164121156,0.145869127,0.60360192,Sub-Healthy
308,22.91825892,-73.87903419,63.62131903,3.923982976,6.670838142,4.502877568,16.53032319,962.9550777,0.344370517,0.367229167,0.121665122,0.075431678,2.896726635,4.709062531,0.185223331,0.931224759,Unhealthy
309,41.80744779,-106.2384865,15.81464738,12.34807758,8.457876155,8.986820818,23.66759596,2388.942899,0.424265002,0.086543334,0.454587985,0.355696735,0.930990358,4.727610738,0.204446367,0.850362788,Unhealthy
310,20.83329005,-72.96224204,37.79619857,14.99867855,8.05122604,9.045401596,36.395975,190.519325,0.513453503,0.178921188,0.158193382,0.038623471,2.299159814,3.050892804,0.238700805,0.067673537,Sub-Healthy
311,27.55885683,-124.3919608,53.20413418,22.23665706,3.493623247,4.022347282,16.27957404,2903.910096,0.481986337,0.136108798,0.488324545,0.058539374,2.036202521,2.223037949,0.226553849,0.993389879,Unhealthy
312,13.13825525,-67.36283408,88.05113985,20.38842557,9.467921526,6.535627786,23.59146242,1627.125334,0.27796786,0.178181539,0.14422371,0.256893744,2.199187828,2.838348024,0.395149108,0.698726924,Sub-Healthy
313,11.01402974,-91.66853367,51.88692513,21.84543835,2.119112573,9.342168059,30.18272964,979.5149756,0.038878962,0.355620404,0.476950733,0.23511111,1.378049077,1.746231649,0.653789651,0.162280824,Unhealthy
314,48.50593659,-72.7891561,71.71458277,2.234183093,8.876202568,9.65852649,12.12477508,1151.491317,0.609050606,0.187084355,0.031504602,0.476032253,1.284698434,3.545377261,0.438031783,0.012416089,Sub-Healthy
315,43.43920482,-98.33772008,99.3175997,8.094687188,9.738462246,5.580631364,12.48852622,292.575525,0.401787382,0.279855345,0.356089646,0.472693549,2.210524176,3.000369343,0.775973909,0.171282636,Unhealthy
316,37.83896824,-84.94956134,17.49146639,20.52716008,2.594381709,5.075423248,42.00359072,2969.113591,0.305685436,0.054466279,0.268395011,0.390906278,1.038858213,1.413201911,0.719268506,0.838175921,Unhealthy
317,26.35811778,-93.15181373,31.09949492,15.55170231,7.498594578,3.508248843,32.5590558,213.9466409,0.868271632,0.403483758,0.241549153,0.303040406,1.549136862,1.790591124,0.126526914,0.021639325,Healthy
318,16.9317728,-78.78873348,42.48472718,2.148777319,1.362569669,9.629846859,25.97340043,1999.230657,0.749275875,0.18809487,0.115629686,0.230205357,0.970436615,2.918527825,0.048841623,0.233147304,Sub-Healthy
319,16.25748171,-124.2859013,45.07367696,24.52584999,4.648805426,2.28532874,29.14740245,1383.93419,0.859187893,0.326024409,0.354269916,0.181308374,0.520762103,4.550355963,0.877941564,0.757305595,Unhealthy
320,20.00971593,-125.7753541,44.04700215,23.63866805,5.646549693,6.218466184,1.31847494,2851.857033,0.500032967,0.364067853,0.099450698,0.473808336,2.9251434,3.265562883,0.079831067,0.586110536,Sub-Healthy
321,31.96906659,-112.7027736,91.22304524,17.35573656,6.225807033,3.542952408,27.81463345,813.3992469,0.13962194,0.108782156,0.278656689,0.303439862,1.579257447,3.726140001,0.148339181,0.78273571,Unhealthy
322,38.58383691,-118.8318724,72.83310122,3.860973122,9.423435234,3.511074613,22.9278993,1643.051789,0.699259222,0.442914118,0.130356455,0.291640901,2.923374036,2.356114199,0.022133276,0.746150504,Unhealthy
323,36.40789507,-68.97515034,62.75099534,23.46242139,7.050256186,4.644717286,24.55873559,1498.833005,0.214013042,0.310031005,0.478032583,0.119791055,0.850808799,3.285645572,0.628336365,0.050601387,Unhealthy
324,21.19735588,-114.6550209,34.3904082,18.34398046,5.331501561,9.989136422,16.17407221,2138.312688,0.446817372,0.217218945,0.019172441,0.02811542,1.968416949,2.789519291,0.582370563,0.892511419,Unhealthy
325,48.19461123,-61.68943209,83.2600865,23.89487936,8.287075326,1.494696762,3.666325397,297.2296727,0.074350781,0.095255916,0.103865499,0.472868347,1.002435082,3.63651965,0.986903666,0.227031834,Unhealthy
326,39.51587667,-106.4172946,95.73074859,23.04891579,9.554795389,6.206876364,8.700265513,661.9884771,0.827055318,0.471438964,0.12494375,0.160298953,2.475185317,1.202302264,0.886932396,0.55339244,Unhealthy
327,32.1741621,-117.2517459,83.01383684,24.48405801,1.198595338,1.743149422,42.78351209,722.2379783,0.134681235,0.378758761,0.209963574,0.224081567,2.459257472,2.973200865,0.410843177,0.644288157,Sub-Healthy
328,34.46882985,-74.7211045,5.148684993,16.50422586,9.84269145,2.39068747,18.3914803,2240.637189,0.904066532,0.107972159,0.12020147,0.061746772,0.781517873,2.183970501,0.371585841,0.168628211,Healthy
329,26.7840025,-83.89045571,65.45813017,5.929086509,1.775189252,4.956066476,21.00074201,648.5022193,0.865588296,0.172166833,0.2482178,0.419277543,2.780161132,2.304740245,0.296852034,0.976231257,Unhealthy
330,19.90923958,-95.12629985,9.857861237,20.79240925,8.329481013,5.594141182,2.371940543,1763.126115,0.469936937,0.405788758,0.436870434,0.018677757,0.986574118,4.843669726,0.15240692,0.488155956,Healthy
331,24.23890715,-91.12455143,29.47268593,19.37326598,3.523012773,3.329131675,1.690480329,724.2070795,0.746924522,0.349360443,0.357471394,0.417825427,2.032443354,1.730779251,0.138083657,0.057642696,Very Healthy
332,40.31384442,-79.65587552,10.65484653,22.78308924,2.18961692,3.848114178,32.27316512,2598.712355,0.623250623,0.384063225,0.29208118,0.074441081,2.96408405,2.24498101,0.132283708,0.937262045,Unhealthy
333,10.57573955,-114.0081681,62.36056803,6.756668169,4.958700757,1.782703182,24.21425989,2832.337818,0.805044886,0.223394546,0.049056573,0.443849236,2.705991337,3.039570303,0.114114757,0.586267843,Sub-Healthy
334,14.64290562,-60.25662588,70.22604178,7.459305597,6.795609215,3.728978055,22.89176929,1603.629627,0.43748705,0.35965575,0.348526094,0.366237455,2.891409821,4.452107793,0.240512042,0.699193198,Sub-Healthy
335,11.84010568,-61.76447865,15.87632562,26.93146648,4.428566605,9.699025954,10.94060387,1121.695764,0.787950399,0.196314393,0.087375071,0.08651178,1.356496928,2.666680333,0.30666863,0.52517579,Sub-Healthy
336,11.62915209,-84.47720196,41.46469389,22.99937836,1.491088675,9.502366435,33.51378292,778.7675476,0.467832249,0.109575144,0.394251856,0.285079906,0.763939106,3.975461124,0.961578971,0.834737955,Unhealthy
337,44.21842336,-116.0320284,48.34246835,27.43039768,6.395150257,4.013904611,7.57064606,244.3649044,0.94155613,0.318175132,0.128778095,0.159764876,0.970867183,4.425496393,0.578473251,0.033133462,Sub-Healthy
338,38.14631438,-82.38402303,40.06003707,23.24402899,9.121629485,6.137685427,8.547063465,878.650221,0.49150838,0.488126893,0.211439121,0.093225384,1.751237238,2.240065423,0.987595775,0.268378365,Unhealthy
339,28.96695316,-124.9461114,16.49737505,18.72034857,4.448938294,9.18635852,20.73204771,1997.283762,0.467993079,0.158747481,0.17848275,0.430295189,2.483074196,2.571000734,0.372466948,0.469648356,Healthy
340,13.91336643,-127.8543248,44.80004007,20.31571664,2.946994999,1.055654404,12.8825938,1647.489101,0.787221143,0.233179948,0.430112888,0.204743769,0.87538411,2.426224895,0.457626633,0.076603616,Sub-Healthy
341,29.664635,-111.9621978,76.36191454,26.89558187,4.983196113,8.296152133,11.13583416,2837.719707,0.823361915,0.338630679,0.067639507,0.202279139,2.149328831,4.331423234,0.324578659,0.705906669,Unhealthy
342,28.93887083,-97.61639303,11.74572813,18.20658913,1.435264399,9.535325975,29.035694,1249.204061,0.558944223,0.27304561,0.284994217,0.089093904,1.30894401,1.177387448,0.182887651,0.393663414,Healthy
343,16.9280748,-69.22092462,12.61710134,19.70695708,8.38438826,1.821931609,29.29372853,2112.203693,0.187999835,0.422496759,0.075320497,0.19461751,1.353005181,2.233684355,0.143164708,0.27266799,Healthy
344,27.35406597,-79.09816512,38.70327272,6.381348048,8.437067299,2.453029174,37.10326814,1519.035968,0.473080649,0.38206264,0.353873939,0.436450339,2.154794325,3.71763423,0.945079198,0.003378847,Unhealthy
345,25.94018938,-78.01054352,94.4639426,15.26979416,6.292004171,9.646716725,18.79688551,1586.471026,0.968391778,0.033857116,0.453013673,0.184748712,1.667498549,3.261773998,0.986810682,0.719830312,Unhealthy
346,34.63400392,-100.2154666,68.51440144,22.05911913,4.177926,5.837861293,3.288829096,876.5455124,0.755456331,0.499218511,0.220130789,0.476043763,2.530083233,2.745157437,0.044909497,0.833809309,Unhealthy
347,35.40374603,-105.7845505,69.47364588,9.586395553,8.19805028,1.12776971,12.31498732,1419.357253,0.813050978,0.377439215,0.246605669,0.473422905,0.889796274,3.159792909,0.150345875,0.395040536,Sub-Healthy
348,11.81216039,-104.0272866,39.38239913,7.663117055,5.992183223,3.318687989,44.10024584,1465.276491,0.042497244,0.432632142,0.464074304,0.076724836,2.474870674,1.790338343,0.423524092,0.564217977,Sub-Healthy
349,24.98450459,-60.86453054,61.39777516,10.78715063,8.433390777,5.049493068,26.83163589,2149.263313,0.473180868,0.327342867,0.262890737,0.09276907,0.66058812,2.722866486,0.186333476,0.227686626,Sub-Healthy
350,35.03439663,-127.1923566,5.962462483,8.762017584,6.683129133,7.236180199,31.93816882,2827.855998,0.650154922,0.428861138,0.246361227,0.432023665,0.985134701,3.006811937,0.363880394,0.622197646,Sub-Healthy
351,30.12545034,-69.30779527,65.42912441,8.017553837,8.059649259,7.598443403,0.331102333,1055.031705,0.831732357,0.060629573,0.291272906,0.199416655,2.140374286,4.604756488,0.12909635,0.012137458,Very Healthy
352,44.25959365,-89.4927214,91.76226002,13.8958236,6.387066939,9.958793616,23.31925795,222.3813589,0.058780917,0.177130229,0.346168719,0.007165121,2.637314141,2.043340651,0.456511757,0.488643897,Sub-Healthy
353,36.34774526,-99.29692066,63.19447949,27.41947839,4.727269614,3.587600794,1.688789589,1539.255864,0.853914497,0.438828367,0.057907271,0.140566551,1.131699069,4.471314009,0.271694616,0.644205482,Sub-Healthy
354,16.51737708,-79.23196377,88.00136638,16.19767011,9.621512739,5.843980917,25.61535954,1678.937863,0.552916927,0.10481933,0.411449711,0.300826352,1.317979015,3.576965603,0.351905056,0.918191773,Unhealthy
355,12.8227499,-95.9331741,73.77744027,7.261770663,5.870024424,5.799911931,41.43468823,588.4775983,0.205340831,0.043729839,0.220574989,0.400636653,1.842801871,1.081363324,0.094312651,0.381335817,Sub-Healthy
356,35.69677113,-68.86037333,16.45304956,4.155206743,6.445805667,4.650807335,43.57886087,2305.347358,0.324082664,0.395118875,0.040812512,0.071027365,1.028932016,3.898525348,0.428128051,0.765190203,Unhealthy
357,11.06045242,-66.95086952,90.73306419,21.49237206,2.984388755,2.522457045,24.32487039,2956.294414,0.289110256,0.418565647,0.394160421,0.059717975,2.527890654,1.14220751,0.983257611,0.59768703,Unhealthy
358,33.43102325,-100.4795351,11.31216521,12.7183654,6.630857105,9.797109069,20.61921624,2842.746679,0.535550444,0.085512848,0.191590236,0.461435864,2.434091613,4.989524507,0.328833047,0.927012113,Unhealthy
359,47.60920966,-110.6220542,55.72690989,25.0112665,6.144468845,8.67985468,42.52576924,671.6075126,0.061168823,0.427901261,0.05468191,0.376818442,0.86322928,4.490546751,0.876429275,0.398377676,Unhealthy
360,33.01896712,-88.535477,18.50302676,20.46630152,2.663545582,5.484997255,30.31244244,2638.553396,0.166950797,0.344950059,0.318720625,0.296940902,1.65957433,2.18937499,0.843199142,0.31909534,Unhealthy
361,25.52679705,-66.13456581,6.112128019,24.29476062,1.536283876,6.429208804,2.920467579,2143.031546,0.814566113,0.262440928,0.44066502,0.385747461,2.437069417,2.029644921,0.952058418,0.887141999,Unhealthy
362,35.73152874,-115.2536468,45.09325471,9.614489104,6.439233877,3.045349482,20.957651,1416.155035,0.141277951,0.415973845,0.444437987,0.217282909,1.343323828,2.525764328,0.790109512,0.049244401,Unhealthy
363,28.33011562,-86.39233915,33.02886723,21.38604983,7.873230424,5.894083634,10.81102583,1667.771884,0.241062307,0.212528378,0.47904342,0.380435595,2.082767057,2.424667861,0.659596827,0.136385393,Unhealthy
364,31.82467157,-85.79078459,51.17004691,9.393735571,5.710612338,7.254731198,21.14119447,2563.840507,0.4588369,0.101027008,0.434514203,0.189042481,0.625532804,2.489351274,0.856584444,0.082404435,Unhealthy
365,47.65859235,-78.68208843,59.83398924,28.29391742,3.040953628,5.636503255,20.49595074,1492.391325,0.521949679,0.146002075,0.006059755,0.125826813,2.021721901,2.273106184,0.075644681,0.843109957,Unhealthy
366,25.44410551,-120.790262,9.155211869,19.81847988,6.99869779,9.912566535,26.19651613,1182.30137,0.765974375,0.255056189,0.193219377,0.365861644,0.88163245,3.484533627,0.462830657,0.010607423,Sub-Healthy
367,48.44762255,-79.89225247,16.68531304,11.0863304,1.720951539,6.502074906,16.05467207,1530.41773,0.452859102,0.268008742,0.410178577,0.212737785,2.576458313,1.657054655,0.989256239,0.861657155,Unhealthy
368,46.21402568,-66.36772355,58.07102766,9.546332144,4.976503343,4.338763413,7.392170226,1779.476432,0.791965975,0.403762509,0.186295238,0.490781667,1.388623659,4.38392517,0.769600151,0.451267795,Unhealthy
369,17.83164539,-117.4221824,37.60089855,7.345944382,2.470300826,7.949368249,22.66737456,648.325196,0.622162844,0.396719598,0.302766511,0.177995165,1.203884657,4.249609936,0.962075378,0.004025279,Unhealthy
370,12.77445204,-113.3719673,74.27148132,21.44994685,2.66013146,2.534162604,37.3591298,2712.632418,0.121968742,0.292776446,0.305126889,0.461255073,2.602222442,2.905932831,0.779634356,0.401645177,Unhealthy
